Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
2...5...4........7.......125.748..3...6..24...82....65..52..1.......35..1.4.....6,261957384843621957759834612597486231316572498482319765975268143628143579134795826,26,63,17,5,0,0,1,6,8,Expert,
..5..23........7..3.17...46.4..7.13.............8..5....8.4..61..71..28..5.2.....,765482319984631752321759846542976138879315624613824597238547961497163285156298473,25,48,7,2,0,0,0,1,0,Expert,
..4.........1...63...5...9..927.5.1...3.9...7..531..42.392...51.7....6........2.4,914836725587129463326574198892745316143692587765318942439267851278451639651983274,28,47,6,0,0,0,0,0,0,Easy,
5.8.6.4......5...22..8.....8.13.5..4.26.4.3..........8.......6.1..2....9.....315.,598762431613459782247831596871395624926148375354627918789514263135276849462983157,25,52,14,2,0,0,0,2,2,Expert,
.6.....51....3.6....3....82.76.81.4.4.......8.1257.....8.7......546.......1....2.,968247351127835694543169782376981245495326178812574963289753416754612839631498527,26,54,1,0,0,0,0,0,0,Easy,
4.........6....23..2....9.6.1....8..84.32.7...7......1....9.6732........19..7.4..,453269187968715234721834956315647892849321765672958341584192673237486519196573428,25,56,0,0,0,0,0,0,0,Simple,
..15........98..56.8.2..9.4.......4..64.2.817..........72.54..1..........4.71...2,691543728423987156785261934238176549964325817157498263372854691819632475546719382,26,35,20,0,0,0,0,0,0,Easy,
7..1...5....25.7...8..9642.92.....7.5..8......18..9.4.......6....1..8....97....8.,732184956469253718185796423926345871574821369318679245853417692241968537697532184,26,35,20,1,0,2,0,0,0,Intermediate,
........7.65....2.......8...8.1.3........62..17.9.2.........98591.2.83....7......,298431657365897421741625893582143769439576218176982534623714985914258376857369142,23,44,14,0,0,0,0,0,0,Easy,
....5.189..9..25...8...3..2.9.....26......8..2.....39..1.6...3843..8..5..5.2..61.,324756189679812543581493762895371426163924875247568391712645938436189257958237614,29,57,10,0,1,1,2,3,2,Expert,
.5.28...6...6.........9.5..2....7..54..8.69.7..9.54.3.9.....6.........23.7.......,354281796892675341617493582281937465435826917769154238923518674548769123176342859,24,33,24,0,0,0,0,0,0,Easy,
...8.6...12.......6..9..2.74.....6..716.4.9..9...3.....3....8....1...39.2....8...,375826149129473568648915237453789612716542983982631475537194826861257394294368751,24,62,11,4,0,3,1,6,8,Expert,
...1.37....1..8...5..7..8.........1.4...6....6...1.2....23.546..5...4....3.....2.,268153794371948652549726831827439516415862379693517248182395467956274183734681925,23,36,22,0,0,0,0,0,0,Easy,
36.57...4..5......8.4.26.9....4.7.2........4.........9...7...822.....9.6.3.8..5..,369578214725914863814326795193457628582639147647281359951763482278145936436892571,25,49,7,0,0,0,0,0,0,Easy,
8.9.7...........8.627..831..5............2....325....81.8.57..95..8...61.........,819375642345216987627948315756189423481732596932564178168457239594823761273691854,25,36,20,0,0,0,0,0,0,Easy,
......9...459..6..6......37.9...5.4..28...5....6......8.264..9......7.85..7...3..,231764958745938612689521437193275846428316579576489123852643791364197285917852364,25,47,9,0,0,0,0,0,0,Easy,
34..8..1....3..6.9..6..1.3....86.974....5........9785.....741.....9...8.1......97,342689715718325649596741238251863974879452361634197852983574126427916583165238497,28,39,14,2,0,0,0,0,0,Intermediate,
.......3.2.43..875..9...2.6...2.86.3.2..46.....8......39.4......7.....5.842.....9,687524931214369875539781246451278693923146587768935124395412768176893452842657319,27,62,15,2,0,3,0,6,2,Expert,
2..57..46..1.4...58..2.....9..68..7.....9.........21..56...4.....48....2....1....,239571846671348295845269317912685473453197628786432159568724931194853762327916584,24,37,21,3,0,0,0,4,2,Expert,
..13.679..9...2..6.4..1...896.......4..63........79.2.2.8......1..2...3..........,821356794795842316346917258967521483412638975583479621238194567174265839659783142,24,57,13,0,1,1,0,2,2,Expert,
.....4.3....5....9....93684..6..5.4.5.....7.....9...2...58...6...7..2.938....72..,961784532384526179752193684126375948593248716478961325235819467617452893849637251,26,47,8,0,0,0,0,0,0,Easy,
....1..3.31.7.5.............8.....1...5.....2.2...754.7...81.2.........6..623.85.,267918435314725968598346271683452719475193682921867543759681324832574196146239857,24,46,11,0,0,0,0,0,0,Easy,
....9.......23.48......4.2..6..4...7...1.7.......65.....1..9.3.6.....2.14.2.5.6..,324598716179236485586714923865342197943187562217965348751629834698473251432851679,24,67,6,0,0,0,0,2,2,Expert,
..897...5..2....493..5.....2.6....83.9...3........725.8...45...........6.....8...,618974325752836149349512678276451983195283467483697251861345792534729816927168534,23,33,25,0,0,0,0,0,0,Easy,
74.1...2...1...6..2.64....9...6...94....2..5......72....25...7....9.........48..6,748169325931752648256483719327615894689324157514897263892536471463971582175248936,24,38,25,1,0,1,0,4,2,Expert,
8.5..7.4..2..4.3....1..2...9..2.....43..8.1......53.9.2.....7.1.......5....4..239,865137942729546318341892567958214673437689125612753894294365781173928456586471239,26,31,24,0,0,0,0,0,0,Easy,
1.9.2.....6.......7....1..6.7.2.......4.5..3.52..67....3.....412.6.....5915....6.,189624573463875129752931486371249658694158732528367914837596241246713895915482367,26,51,4,0,0,0,0,0,0,Easy,
5.1...8..2......9..3..761.21.58..2.......2..........5..5..9.6...97.31.....6......,571429863264318795938576142145863279783952416629147358352794681897631524416285937,24,38,18,3,1,2,0,1,0,Expert,
7..8.....19...7....369...2....5...62..8....313.12....5....9......3....76...623...,745862319192357684836914527479531862258476931361289745624798153983145276517623498,26,52,13,2,0,3,0,2,2,Expert,
...1......8..3...6.7...9.1.8.73........896....41..7....3...1..8..9.6.......7...54,396172845182435796574689312867314529253896471941257683735941268429568137618723954,24,51,6,0,0,0,0,0,0,Easy,
4....9.2.7...3...8...8.5.9.........2..5.9......9..4.7..3..7.5.152.3...8..8.......,458769123791432658362815497643587912275193846819624375934278561526341789187956234,24,25,32,3,0,0,0,0,0,Intermediate,
8..3.6..4.92......6.4...........3...3.6.2.7.1...87.4....84..9...4......67.9.8...2,857316294192748635634259178471563829386924751925871463568432917243197586719685342,26,35,19,1,0,3,0,1,0,Expert,
3.8...742.5...1.....2.8.15.8...........8263...7...3...6....45......1....7.5.3....,318965742957241836462387159823179465594826317176453298681794523239518674745632981,25,42,14,0,0,0,0,0,0,Easy,
.8..2...3..1.752...7.......729...1....3.....8..8.1473.1...53...95.74.............,685421973391875246274639581729386154413597628568214739142953867956748312837162495,26,93,17,5,1,2,0,12,12,Expert,
.92.1....8....4....1.7...2.16..7......5.42..74..69.8.5.7.......6..1....42.....5.1,792816453836254719514739628163578942985342167427691835371485296659127384248963571,27,35,18,1,0,2,1,1,0,Expert,
67............7315.........13...2.7..56.8.......6.....4...765....14...3..8.253...,679315824842967315315824697138542976256789143794631258423176589561498732987253461,25,42,14,3,1,2,1,0,0,Intermediate,
56.....4......72....84.......986...741.....6......2.9467.......1....8....5.2.9...,567321948341987256928456173239864517415793862786512394672135489193648725854279631,24,37,20,0,0,0,0,0,0,Easy,
...63....5...87...8......793.9.1..5....3.6...7....9.849....5..7..........4....195,297631548564987213831542679329814756458376921716259384982165437175493862643728195,25,31,25,0,0,0,0,0,0,Easy,
....91.4......87.5...34789..4.1.....9...5.4.....82......5.7...3..........824.3.7.,876591342394268715251347896547139268928756431163824957415972683739685124682413579,26,47,7,1,1,0,0,1,0,Expert,
......5...2....634..4..1...86.....93..2..........4.12.....3.....3..542.669.2.....,376429518129875634584361972867512493412793865953648127248136759731954286695287341,24,25,32,0,0,0,0,0,0,Easy,
..537.9....2614..37.3.....12......16..9....3.6..5.......6.2..5949.........7......,165378942982614573743295681254739816879461235631582794316827459498156327527943168,26,49,5,0,1,0,0,1,0,Expert,
6.9....7.45...6....7........4.6.5...1..97.32.9.........13.4.5...9.32.74.......2..,629453871451786932378192456842635197165978324937214685213847569596321748784569213,26,45,10,0,0,0,0,0,0,Easy,
..8....2.7.......345.......3......9....2..4.8.76.......3..74.8.9...8...6.....3.79,168395724729146853453728961342851697591267438876439215635974182917582346284613579,23,45,12,2,1,2,1,1,0,Expert,
.6.8....1......57.....5.....53...6...1...8..36......2..89.31...3...72...2..5...1.,965827431824193576137456298753219684412768953698345127589631742341972865276584319,24,63,13,2,0,3,0,2,2,Expert,
.8.1..9....4.29......83.....63.1....21.98...3.......76....4......92..4.78.1.....2,682175934134629785975834261563417829217986543498352176726541398359268417841793652,26,53,2,0,0,0,0,0,0,Easy,
..5...142..17..6..........5......714.........57.2..9.....5.94.3.2916....4....7...,765398142231745689948612375682953714193476528574281936817529463329164857456837291,25,38,24,0,0,0,0,4,2,Expert,
.7...82....34...69..45........8..53.5.......6...6...9.4....9.8...8..4....9...73..,176938245853472169924516873769841532582793416341625798437259681218364957695187324,24,30,26,1,0,0,0,1,0,Expert,
.6...3..4....5..165.....3...4.......2....4..88.3........4..8..767.1...3...8.32...,167923584439857216582416379746281953251394768893675421324568197675149832918732645,24,38,19,0,0,0,0,0,0,Easy,
..3.8...........81.6.5....73...1..........27...2.97..5.31.5.9.8..9.3..2.2.7...1..,713486592524379681968521437376215849195843276842697315431752968659138724287964153,26,29,26,1,0,0,0,0,0,Intermediate,
.6....19.2.5.......3.......75.....8.6.....95....9..2.7...8......1.2.9.63...7....1,867432195295671438134598672759124386621387954483965217372816549518249763946753821,23,44,14,0,0,0,0,0,0,Easy,
..5..97.4..4......93.........64.398..8...7.4...7.5..3.372...5.........78.5.6.....,825369714764218359931745826516423987283197645497856132372984561649531278158672493,26,37,18,0,0,0,0,0,0,Easy,
.4.8....96..27...83....952..........932.......7...8...7.........5..6..4.....4.735,241835679695274318387619524418396257932751486576428193724583961153967842869142735,24,56,1,0,0,0,0,0,0,Easy,
..6.37.2..3..1..8..24.....5..7....3..4....6.......1...87.6...1...18......6...3.54,586437129739215486124986375617549238345728691298361547873654912451892763962173854,25,47,9,1,0,0,0,0,0,Intermediate,
.....3....9..67......8.....2......348.4..6.7......56...2..3.9.6........85.6.243..,672453891398167425451892763265789134834216579719345682127538946943671258586924317,24,52,5,2,0,0,0,0,0,Intermediate,
.9..2.3..1...97..6..4......6..3...7.7....6.4..32..41..5.......4.2....9........61.,896421357153897426274653891648312579715986243932574168561239784427168935389745612,24,50,7,0,0,0,0,0,0,Easy,
1....2..6.7.3.4..5.4......24.38.5.....56.....................5.32..86.....64.1.7.,138752496672394815549168732463815927295647381781923564814279653327586149956431278,24,44,20,1,2,1,0,2,2,Expert,
95...4....846.9.......................3..87....5...369347.859..2.69....8....7.43.,952834617784619253631752894429367185163598742875421369347185926216943578598276431,27,27,27,0,0,0,0,0,0,Easy,
...1.38...4..5.6........9......95.......4.2....13....6.1...6...69..2.4.54.8......,759163824842957631136284957324695178567841293981372546215436789693728415478519362,23,64,19,1,2,2,1,6,8,Expert,
..67..15.1.4...9..5.2..8........6..7....9......9....8..6...4..94..8...7..81.7...4,896743152174625938532918746213586497658497213749231685367154829425869371981372564,25,37,29,0,0,1,0,2,2,Expert,
..27.6..37.8...5..39......2...38.9.4...2...87.......5...59.4....3...2.7...6....3.,512796843768423591394851762627385914451269387983147256175934628839612475246578139,26,33,20,1,0,1,0,2,0,Expert,
4....8..2.735.29.......3..514.....2...7.1.3.8.....5..9............2......8..5.714,495178632673542981812693475149836527527914368368725149931487256754261893286359714,25,48,8,1,0,0,0,0,0,Intermediate,
.5....748.........4.2...65..1...7.2.........55.64....3.2......18....3..6..152....,153269748769845312482731659318657924274398165596412873627984531845173296931526487,24,43,23,3,0,2,0,3,2,Expert,
..6.....1.3....875......9...5.7...968.1.....7.7....1.39.2....1..8.2.1....6..3....,796582431234196875518374962453718296821963547679425183942657318387241659165839724,25,40,19,1,0,1,1,3,2,Expert,
6...8.17..25.6.9....9.1..6.....9.352.........37...2.8.........75..9...36.6.......,634289175125763948789415263846197352952836714371542689493651827517928436268374591,25,43,13,0,0,0,0,0,0,Easy,
.6...1....87...1......7.26457.29.6.11.2.....5..95..................69.....6.8.95.,463921578287654139951378264578293641132846795649517382794135826825769413316482957,26,56,16,3,0,3,1,7,6,Expert,
62.4.....7..5.......9.....4.....2.19..31.6...5...3.7......2..9...1......974..5..6,625493187748561932139287654467852319893176245512934768356728491281649573974315826,24,62,6,1,1,0,0,2,2,Expert,
....5.79..52........82.7..3.....8..7.25.63..4.....2.5.......98...4..5.2.........6,361854792752639148498217563146598237925763814837142659213476985674985321589321476,24,48,9,0,0,0,0,0,0,Easy,
..84...3....2.18..1..9.6.54..682..1.9...4..2..8.1..395.24.....3..........1.......,298475136645231879137986254356829417971543628482167395524718963869352741713694582,27,51,3,0,0,0,0,0,0,Easy,
...8..2...839.46.1...5.6.39...........82.9.4.64.........4.3.....69......23.4.5...,956813274783924651421576839395148762178269345642357918814632597569781423237495186,26,36,19,1,0,0,0,0,0,Intermediate,
.3.....6..753..81.4.21........72..........3.......1...2.481..5.7....3..6..35..72.,138975264675342819492186537346728195817659342529431678264817953751293486983564721,26,49,10,3,1,2,0,3,2,Expert,
..61..5.48.1....324....36........3.1.89...2..62............84..31.4.......5.6...9,236189574851647932497253618574826391189534267623971845962718453318495726745362189,26,38,17,0,0,0,0,0,0,Easy,
.39.7...4..74..9.1...9...8554..8...7......2....3..1...49.5.8....7..39............,139875624857426931264913785546382197718694253923751846491568372675239418382147569,25,40,14,3,0,1,0,2,0,Expert,
1.23.6...75..983..6........86..751......2...7......9.....8...21.2....65.......8..,192346578754298316683517294869475132315629487247183965936854721428731659571962843,25,43,12,1,0,3,1,1,0,Expert,
.5.....1....5....4613..............7....361..9..78436.13.....58..6.4.9..57.......,457923816892561734613478592368159427745236189921784365134697258286345971579812643,26,43,20,0,0,0,0,2,2,Expert,
......9....2.9...4...6...8..4.8...191..26....9..7....5.67...4..81..7...2.2.1..5..,753481926682397154491652387246835719175269843938714265567928431814573692329146578,26,41,14,0,0,0,0,0,0,Easy,
.73...2...........1....6.5.....5...9..9...6....2....13.3....1....5..9.82.8...176.,573198246496572831128436957761853429359214678842967513237685194615749382984321765,23,58,0,0,0,0,0,0,0,Simple,
..5.......62...1...9.....73..973...2...26.8....7.51.36.18...36.2..5.....5.3...2..,135697428762348159894125673689734512351269847427851936918472365246583791573916284,28,49,9,0,0,1,0,2,2,Expert,
.2......9..3..1.2..8...53......3..749..8........45......432...17...1..8.......29.,526783149473691825189245367865132974941867532237459618694328751752916483318574296,24,37,20,0,0,1,0,0,0,Intermediate,
.38.2..7.4...5.3.1.....6.......8.4...1.5.......7.....5.5.1..2..7....8.3...4.6....,538421679476859321192376854965782413813594762247613985659137248721948536384265197,23,73,20,1,0,1,0,5,4,Expert,
..9........7169........53..4..2...6..1......7972.514..134.2.....5.3...2......4...,549832671327169845861745392485273169613498257972651438134927586758316924296584713,26,45,10,2,0,0,0,0,0,Intermediate,
...4.....79...65.......1..915..7....8....9.5.96...37.....6..3.....1.8..7..6..5.4.,315492678794386512628751439153874926847269153962513784481627395539148267276935841,25,44,12,3,0,0,0,0,0,Intermediate,
.....8..............13.68.9.8....61.3.5.......2....3.5.9.6.5....6...1.927..82.5.6,654798231839512467271346859987253614345167928126984375492675183568431792713829546,26,34,21,0,0,0,0,0,0,Easy,
.2.9.....5.1.2....7.3........8...9..........13....52.72...3.17...6.....5.3.6...89,824967513561324798793581642678213954452796831319845267285439176946178325137652489,24,46,11,0,0,0,0,0,0,Easy,
67.2..1....3...7..41.......1....32..........9...4.6...9..7.134.3.....6.....8.9..1,675298134293614785418357962147983256836125479529476813952761348381542697764839521,24,60,16,1,0,0,0,4,4,Expert,
.56..........7..9.7.2..5..8...3..1.2.......57....1.......6.98...2.......3.7.586..,956283714483176295712945368564397182231864957879512436145629873628731549397458621,23,48,19,1,0,1,0,2,2,Expert,
46..5...2..5..9....1......4.36..2...7.4.3....2.......55.....7...2...1.6...7....9.,469153872875249316312867954136592487754638129298714635581926743923471568647385291,23,32,26,4,0,0,0,0,0,Intermediate,
.....8.........72..12.6..53.871.......9.....6.....98...6....2.1.3..........8.7.9.,573298164694513728812764953287156349149382576356479812768945231935621487421837695,22,43,15,0,0,0,0,1,0,Expert,
..7..6...86...9....3.8......7..2.....9.4.78.3..1....6...2.3.....1.....79.8.1.....,127346958864259317539871642378625491695417823241983765952734186413568279786192534,23,80,14,3,3,5,1,8,6,Expert,
..6..1........358.87.....491.8.....3.3..8..6.6.5....9....7...15..75.8........67..,456891372912473586873652149148967253739285461625134897384729615267518934591346728,26,40,15,0,0,0,0,0,0,Easy,
7..296.4............648...........9..8.....2...2...3.7..5..49....47...5.839.....2,718296543943517286256483719461372895387965124592148367675824931124739658839651472,24,47,10,0,0,0,0,0,0,Easy,
2..4.....3.....7.1.......3...9..2..7....48.9..4..1..8.....6........34.1.7..2.19.3,216473859354896721897125634189352467573648192642917385431569278928734516765281943,24,42,15,0,0,0,0,0,0,Easy,
6.3.......18.639....918....3.76..84..4.........1..9....5.3.........17.6....495...,623974158418563927579182436397651842245738691861249375154326789932817564786495213,26,48,7,0,0,0,0,0,0,Easy,
....6.19....8....3...219....2.6.1.7..539....8.1...39....2..7..........32..6...5..,248365197961874253537219486829651374753942618614783925492537861185496732376128549,25,41,15,0,0,0,0,0,0,Easy,
.6.....9.1.2.......495...7.......5...7.9.........68...41...67....5.7...8.8...24..,768324195152697834349581672296743581874915263531268947413856729625479318987132456,23,49,9,0,0,0,0,0,0,Easy,
.7........31.8...7...6.......2..9.4..1..2..9...67.38.....8.....4....6..81.7.....2,674291385231584967598637214852169743713428596946753821365812479429376158187945632,23,42,13,1,1,1,1,3,0,Expert,
.5...8.21.372...8....1..3..3.8.1.7..6.15.4....4..7......6..2....1......4...4.....,954738621137265489862149357328916745671524893549873216496352178215687934783491562,25,40,16,0,0,0,0,0,0,Easy,
...78..1....3.2....87...9....1..8.3..7.4.......3.1976....1..4..........93...6...2,239784615615392847487651923961578234872436591543219768798123456126845379354967182,24,40,17,0,0,0,0,0,0,Easy,
98.5....3...6.2..5..28..19.....1...9.5.....8..2..6......62...377.........9...3.1.,987541263431692875562837194674318529159724386328965741816259437743186952295473618,25,48,14,1,0,0,0,3,2,Expert,
5.169..8...8..3...9.....6.4.39....2.4...2.5.8...3............9...5...21...69..8.3,541697382628543179973812654839756421467129538152384967384261795795438216216975843,26,46,9,1,0,0,0,0,0,Intermediate,
.......24.....1895..2...1....732..1......73....19.8..2.2.....5.8.4..9...9......37,518793624736241895492685173687324519249157386351968742123476958874539261965812437,26,68,21,2,0,1,0,6,8,Expert,
.2..6584.51...96.3..423.9....9.....6.........3.8........2.16.8.13.4.....8..52.4..,923165847517849623684237951249381576761954238358672194492716385135498762876523419,29,76,9,2,1,2,0,6,8,Expert,
8.7....9...9...178.5........8..7.3..7....9.2.1.3...75.3.....2.....9....5...1.6.3.,847613592639542178251798463985271346764359821123864759396485217412937685578126934,25,45,11,1,0,0,0,0,0,Intermediate,
84..95..6..73..9.5.9.....48.8...7.3...........35......27..4...9...2..4.....85..2.,843195276627384915591726348189467532462538791735912864278643159956271483314859627,26,52,3,0,0,0,0,0,0,Easy,
.547..3.......5....28.34..5.7.5..8.41...7........92..72.......8..5...4.9......1..,954726381361985742728134965672513894149678253583492617296341578815267439437859126,25,46,10,0,0,0,0,0,0,Easy,
3.86....2.6...........8..7.......9...2.....314...3..8.2...7.8.3.17.....6...1...4.,378694152564217398192385674783421965629758431451936287246579813917843526835162749,23,84,28,1,2,3,0,7,10,Expert,
6172...3.32..1.9.....6.....4.........9.....24.....9......5.6....5...72697...24.5.,617295438325418976948673512486752391593861724172349685239586147854137269761924853,26,41,14,0,0,0,0,0,0,Easy,
3.....1..9...7......13..4.55..89..372.....84..7..4....452.8.7...........789......,367458129945172368821369475514896237293715846678243951452681793136927584789534612,26,39,16,0,0,0,0,0,0,Easy,
.....4..1....81.7....69.5....7.6..4.62.1..8.78.5....9.1....52.4.....7.....2......,568374921293581476741692583937268145624159837815743692179835264456927318382416759,25,46,10,1,0,0,0,0,0,Intermediate,
...9.......4.3.5..2.....1.4..3.8......5..73....945....4.........12...9.885..2..4.,571942863964831527238675194723186459145297386689453712496718235312564978857329641,24,28,29,0,0,0,0,0,0,Easy,
.........6...1.3.....5....1.283....4.1...26..3...487.2..2.3....1......9...6.24..8,251473869684219375937586421728365914415792683369148752892631547143857296576924138,25,63,17,2,2,2,0,2,2,Expert,
182...4......7.9...6.......2.3.64....7...82..6..71.....9.......8..1.3...4.1.96..2,182639457345871926769425813213964578974358261658712349596287134827143695431596782,26,38,17,2,0,0,0,0,0,Intermediate,
...6..3.4..4..7..1....98.7.....4...9...7..2....1.82...4...........8137..7...2.69.,879651324654237981132498576327145869548769213961382457485976132296813745713524698,25,61,8,1,0,0,0,3,2,Expert,
..67...2.793....4...28...1...49.1........7..8...4.......9.4...63.1..9...6.......9,186754923793216845452893617834961752915327468267485391579148236321679584648532179,24,51,6,0,0,0,0,0,0,Easy,
....25..9.3....5..4...7..8.......73..........7.8...265.5.....9..892..4....6..8..2,867125349931846527425379681692581734543762918718934265254617893189253476376498152,24,33,23,4,0,0,0,1,0,Expert,
2..75.9...1...84..84..1.2.5..18...265..6....1.8..215.9..6...........7........2..7,263754918715298463849316275491835726532679841687421539976543182128967354354182697,28,48,5,0,0,0,0,0,0,Easy,
2....76..754.6..9..6......3....38..2...5.24........8.5.7...4...9....3.4.6..2.....,239857614754361298861429753495738162386512479127946835578194326912683547643275981,25,56,18,0,0,2,0,2,2,Expert,
............4.9..82..857.......1....15...4.629.2.684.7.......5....1.268...794....,849621573576439128213857946764213895158794362932568417421386759395172684687945231,27,52,2,0,0,0,0,0,0,Easy,
.9...6...4.7..51....18.9..7.5.7...68...461.2.....2....6...8....9..............25.,593176842487235196261849537152793468839461725746528913615982374924357681378614259,24,46,11,0,0,0,0,0,0,Easy,
6..8...1....2.35.8......6...4...5.3..1.3.6.......8...9.........9.6..82.43...9...5,625874913197263548834519627748925136519346782263781459482657391956138274371492865,24,36,21,0,0,0,0,0,0,Easy,
26...4..5..1.5...6.3..9....1..3.2.....9..6..73...4......7......4....51..61.4..7.2,268174935791253846534698271176382594849516327352947618927861453483725169615439782,26,50,5,1,1,5,0,0,0,Intermediate,
2.37.5...5.4.3.....1..6.........2....75..46..4.6.....5.....73.63..4..5....138....,283745169564931827719268453938652741175894632426173985842517396397426518651389274,26,36,19,0,0,0,0,0,0,Easy,
5.7.......9.5.1.......4...74...........6.7.8..28......25..8..1.6...2...8.8.1.94.6,547863192892571643361942857476218935135697284928435761254786319619324578783159426,25,44,12,0,1,1,0,0,0,Intermediate,
....6.....1......95..7.......24..6.....6.34...9....2.13.7.......5...4.1.....96.43,423961587718245369569738124832419675175623498694857231347182956956374812281596743,23,36,22,0,0,0,0,0,0,Easy,
7..6.913...8.4.7...213.......24.......4..1...........89......6....7...13......9.4,745689132398142756621357489562478391834961527179523648917234865486795213253816974,23,50,8,0,0,0,0,0,0,Easy,
.16.49...83...29.....8...2...7..4.1.....1.4.36.......2.9....3......27.....438....,216549738835172964479863125357294816928615473641738592192456387583927641764381259,25,35,21,0,0,0,0,0,0,Easy,
6.34...9..7.......8.....6..986.3.7.....89.4.6....1....435..7......6.......73418..,623478591579163284841529673986234715712895436354716928435987162198652347267341859,27,47,12,3,0,0,0,4,2,Expert,
6....5.......7....54.92.3.8....8..9......24653.6...........724.........7...45.83.,637845921928173654541926378254681793189732465376594182865317249493268517712459836,25,46,10,2,0,1,0,0,0,Intermediate,
7...29...8...1793....5.....9.8...37..7...51..4......823..95.......4.2.....7..1...,746329518852617934139548267928164375673285149415793682384956721561472893297831456,26,43,12,0,0,0,0,0,0,Easy,
..53.9...2........8...1..4.9.3.......2.......4.1...59.......91..4..713...782....4,715349862294867135836512749953184276627935481481726593362458917549671328178293654,24,37,20,0,0,0,0,0,0,Easy,
......2..6...5..9....432..5..3....2....6....9....21.369.....6..3...198.2.5428....,735968214642157398891432765463895127217643589589721436928374651376519842154286973,27,42,12,0,0,0,0,0,0,Easy,
2..6.1..3..73.....6..298...1.....2...6...........12..5...1.....538.6........35.67,249671583817354926653298741195786234762543819384912675476129358538467192921835467,25,34,22,1,0,0,1,0,0,Intermediate,
..1..2.....26...7.7..3..4...36......9..7....15...63.2.2....7..4..9...2...7.1.....,481972536392645178765381492836219745924758361517463829253897614149536287678124953,24,66,22,3,1,2,0,9,8,Expert,
....48...94..5...7..1..9..2.8...16....28.......69.5.4.........1.6.......274...5..,327148956948652317651739482583471629492863175716925843835294761169587234274316598,24,41,16,1,0,0,0,0,0,Intermediate,
5..16.7.9.....4.5........68...8.......2...5.4.1765...2...528.7.........19.....28.,584163729629784153731295468395842617862317594417659832143528976258976341976431285,26,48,7,0,0,0,0,0,0,Easy,
.....38....281...3......145....9...48..3...1.62.5......9...2......1..4..1.3958...,915473862462815973387269145531796284879324516624581739798642351256137498143958627,26,35,20,0,0,0,0,0,0,Easy,
3...725.....3..4..5.4.....2.32..7..59.5.3........1..........184....94..3...85..9.,381472569296385471574961832832647915915238746467519328659723184728194653143856297,26,37,18,2,0,0,0,0,0,Intermediate,
.9...8.....5.478.2..4..6...7....2.......1.4.5....9.2...2........615...7.....74...,392158746615947832874236519759462183286713495143895267927381654461529378538674921,23,43,15,0,0,0,0,0,0,Easy,
6...7....8................5..1.685.7.7..4..9.9..5..42..62.81...........4.584.21..,625179348814635972397824615241968537576243891983517426462381759139756284758492163,26,44,11,0,0,0,0,0,0,Easy,
.....632.5....36.4.7....5.1......71........36..7.6.2......9....43..5.197.25..1...,841576329592813674673924581269435718154287936387169245716398452438652197925741863,27,33,21,0,0,0,0,0,0,Easy,
.26..1..83......12...57.9.....6......8935...65...28.3...3........2......9..18....,726931548395846712148572963437619285289354176561728439613297854872465391954183627,25,38,18,0,0,0,0,0,0,Easy,
5....7...9..21.4..3....4..1.67....52.2...1..7....2..3.71.4.6.......7.....3....5..,541687329976213485382954761167349852823561947459728136715436298294875613638192574,25,39,17,0,0,0,0,0,0,Easy,
9...4..618....6....2..9.......91.24.....57.........1.924.87.........1.25......48.,973542861814736592625198374568913247491257638732684159246875913389461725157329486,25,45,11,0,0,0,0,0,0,Easy,
.84.5.6..6.1..82....2...18....9...4..43.8.............9...6.......5.13.6......9.2,384152697691478235572639184267915843143786529859324761935267418428591376716843952,24,41,16,0,0,0,0,0,0,Easy,
....5.4...1..9..5.....2.6.8..4.7.52........9.......7...9.5..86...5.1....78...4...,273856419618497253549321678834179526127685394956243781491532867365718942782964135,23,44,14,0,0,0,0,0,0,Easy,
3.......5.8.......26.59..8.85......2.....57..9.6........2.8..93.......2...392..64,319648275785213946264597381857439612421865739936172458142786593698354127573921864,25,36,20,0,0,0,0,0,0,Easy,
6....7.....28...4.......7.54.8...32..........3....9567..........3....29624.7..8..,684157932572893641913264785458671329796325418321489567865932174137548296249716853,24,48,9,0,0,0,0,0,0,Easy,
..5..9..7.....53.6.....14.8..7..4..5.56.7....4.3...9.......6...7..4......8.3...14,365849127148725396972631458897214635256973841413568972524196783731482569689357214,25,40,16,0,0,0,0,0,0,Easy,
.......8....8..5.37.9..5..6........7.9.6...28..62..3.43.....6..6.49.3.....874...5,135469782462817593789325416241538967593674128876291354357182649624953871918746235,27,59,0,0,0,0,0,2,2,Expert,
......5...94.......8.3...........3....1..6..9253.8.14..2.9...84845....2.......63.,637142598594867213182395467968514372471236859253789146326951784845673921719428635,25,54,2,0,0,0,0,0,0,Easy,
.......93.....5..4..1......5.41...788..6...1....8.7..5.485.6...19..3.4....3..1.8.,785462193936715824421389567564193278872654319319827645248576931197238456653941782,27,47,15,3,0,3,0,3,2,Expert,
5....4...14.6.7..5.....39..7.3..1..4...9...5...6.4..31.1.........5...4..92......6,537294168149687325862513947753821694481936752296745831618459273375162489924378516,25,41,15,0,0,1,0,0,0,Intermediate,
